Sample in Buffer,Sample in Window,TRIGGER,count[31:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,UNSIGNED
1197,1197,0,4015632069
1198,1198,0,4015632070
1199,1199,0,4015632071
1200,1200,0,4015632072
1201,1201,0,4015632073
1202,1202,0,4015632074
1203,1203,0,4015632075
1204,1204,0,4015632076
1205,1205,0,4015632077
1206,1206,0,4015632078
1207,1207,0,4015632079
1208,1208,0,4015632080
1209,1209,0,4015632081
1210,1210,0,4015632082
1211,1211,0,4015632083
1212,1212,0,4015632084
1213,1213,0,4015632085
1214,1214,0,4015632086
1215,1215,0,4015632087
1216,1216,0,4015632088
1217,1217,0,4015632089
1218,1218,0,4015632090
1219,1219,0,4015632091
1220,1220,0,4015632092
1221,1221,0,4015632093
1222,1222,0,4015632094
1223,1223,0,4015632095
1224,1224,0,4015632096
1225,1225,0,4015632097
1226,1226,0,4015632098
1227,1227,0,4015632099
1228,1228,0,4015632100
1229,1229,0,4015632101
1230,1230,0,4015632102
1231,1231,0,4015632103
1232,1232,0,4015632104
1233,1233,0,4015632105
1234,1234,0,4015632106
1235,1235,0,4015632107
1236,1236,0,4015632108
1237,1237,0,4015632109
1238,1238,0,4015632110
1239,1239,0,4015632111
1240,1240,0,4015632112
1241,1241,0,4015632113
1242,1242,0,4015632114
1243,1243,0,4015632115
1244,1244,0,4015632116
1245,1245,0,4015632117
1246,1246,0,4015632118
1247,1247,0,4015632119
1248,1248,0,4015632120
1249,1249,0,4015632121
1250,1250,0,4015632122
1251,1251,0,4015632123
1252,1252,0,4015632124
1253,1253,0,4015632125
1254,1254,0,4015632126
1255,1255,0,4015632127
1256,1256,0,4015632128
1257,1257,0,4015632129
1258,1258,0,4015632130
1259,1259,0,4015632131
1260,1260,0,4015632132
1261,1261,0,4015632133
1262,1262,0,4015632134
1263,1263,0,4015632135
1264,1264,0,4015632136
1265,1265,0,4015632137
1266,1266,0,4015632138
1267,1267,0,4015632139
1268,1268,0,4015632140
1269,1269,0,4015632141
1270,1270,0,4015632142
1271,1271,0,4015632143
1272,1272,0,4015632144
1273,1273,0,4015632145
1274,1274,0,4015632146
1275,1275,0,4015632147
1276,1276,0,4015632148
1277,1277,0,4015632149
1278,1278,0,4015632150
1279,1279,0,4015632151
1280,1280,0,4015632152
1281,1281,0,4015632153
1282,1282,0,4015632154
1283,1283,0,4015632155
1284,1284,0,4015632156
1285,1285,0,4015632157
1286,1286,0,4015632158
1287,1287,0,4015632159
1288,1288,0,4015632160
1289,1289,0,4015632161
1290,1290,0,4015632162
1291,1291,0,4015632163
1292,1292,0,4015632164
1293,1293,0,4015632165
1294,1294,0,4015632166
1295,1295,0,4015632167
1296,1296,0,4015632168
1297,1297,0,4015632169
1298,1298,0,4015632170
1299,1299,0,4015632171
1300,1300,0,4015632172
1301,1301,0,4015632173
1302,1302,0,4015632174
1303,1303,0,4015632175
1304,1304,0,4015632176
1305,1305,0,4015632177
1306,1306,0,4015632178
1307,1307,0,4015632179
1308,1308,0,4015632180
1309,1309,0,4015632181
1310,1310,0,4015632182
1311,1311,0,4015632183
1312,1312,0,4015632184
1313,1313,0,4015632185
1314,1314,0,4015632186
1315,1315,0,4015632187
1316,1316,0,4015632188
1317,1317,0,4015632189
1318,1318,0,4015632190
1319,1319,0,4015632191
1320,1320,0,4015632192
1321,1321,0,4015632193
1322,1322,0,4015632194
1323,1323,0,4015632195
1324,1324,0,4015632196
1325,1325,0,4015632197
1326,1326,0,4015632198
1327,1327,0,4015632199
1328,1328,0,4015632200
1329,1329,0,4015632201
1330,1330,0,4015632202
1331,1331,0,4015632203
1332,1332,0,4015632204
1333,1333,0,4015632205
1334,1334,0,4015632206
1335,1335,0,4015632207
1336,1336,0,4015632208
1337,1337,0,4015632209
1338,1338,0,4015632210
1339,1339,0,4015632211
1340,1340,0,4015632212
1341,1341,0,4015632213
1342,1342,0,4015632214
1343,1343,0,4015632215
1344,1344,0,4015632216
1345,1345,0,4015632217
1346,1346,0,4015632218
1347,1347,0,4015632219
1348,1348,0,4015632220
1349,1349,0,4015632221
1350,1350,0,4015632222
1351,1351,0,4015632223
1352,1352,0,4015632224
1353,1353,0,4015632225
1354,1354,0,4015632226
1355,1355,0,4015632227
1356,1356,0,4015632228
1357,1357,0,4015632229
1358,1358,0,4015632230
1359,1359,0,4015632231
1360,1360,0,4015632232
1361,1361,0,4015632233
1362,1362,0,4015632234
1363,1363,0,4015632235
1364,1364,0,4015632236
1365,1365,0,4015632237
1366,1366,0,4015632238
1367,1367,0,4015632239
1368,1368,0,4015632240
1369,1369,0,4015632241
1370,1370,0,4015632242
1371,1371,0,4015632243
1372,1372,0,4015632244
1373,1373,0,4015632245
1374,1374,0,4015632246
1375,1375,0,4015632247
1376,1376,0,4015632248
1377,1377,0,4015632249
1378,1378,0,4015632250
1379,1379,0,4015632251
1380,1380,0,4015632252
1381,1381,0,4015632253
1382,1382,0,4015632254
1383,1383,0,4015632255
1384,1384,0,4015632256
1385,1385,0,4015632257
1386,1386,0,4015632258
1387,1387,0,4015632259
1388,1388,0,4015632260
1389,1389,0,4015632261
1390,1390,0,4015632262
1391,1391,0,4015632263
1392,1392,0,4015632264
1393,1393,0,4015632265
1394,1394,0,4015632266
1395,1395,0,4015632267
1396,1396,0,4015632268
1397,1397,0,4015632269
1398,1398,0,4015632270
1399,1399,0,4015632271
1400,1400,0,4015632272
1401,1401,0,4015632273
1402,1402,0,4015632274
1403,1403,0,4015632275
1404,1404,0,4015632276
1405,1405,0,4015632277
1406,1406,0,4015632278
1407,1407,0,4015632279
1408,1408,0,4015632280
1409,1409,0,4015632281
1410,1410,0,4015632282
1411,1411,0,4015632283
1412,1412,0,4015632284
1413,1413,0,4015632285
1414,1414,0,4015632286
1415,1415,0,4015632287
1416,1416,0,4015632288
1417,1417,0,4015632289
1418,1418,0,4015632290
1419,1419,0,4015632291
1420,1420,0,4015632292
1421,1421,0,4015632293
1422,1422,0,4015632294
1423,1423,0,4015632295
1424,1424,0,4015632296
1425,1425,0,4015632297
1426,1426,0,4015632298
1427,1427,0,4015632299
1428,1428,0,4015632300
1429,1429,0,4015632301
1430,1430,0,4015632302
1431,1431,0,4015632303
1432,1432,0,4015632304
1433,1433,0,4015632305
1434,1434,0,4015632306
1435,1435,0,4015632307
1436,1436,0,4015632308
1437,1437,0,4015632309
1438,1438,0,4015632310
1439,1439,0,4015632311
1440,1440,0,4015632312
1441,1441,0,4015632313
1442,1442,0,4015632314
1443,1443,0,4015632315
1444,1444,0,4015632316
1445,1445,0,4015632317
1446,1446,0,4015632318
1447,1447,0,4015632319
1448,1448,0,4015632320
1449,1449,0,4015632321
1450,1450,0,4015632322
1451,1451,0,4015632323
1452,1452,0,4015632324
1453,1453,0,4015632325
1454,1454,0,4015632326
1455,1455,0,4015632327
1456,1456,0,4015632328
1457,1457,0,4015632329
1458,1458,0,4015632330
1459,1459,0,4015632331
1460,1460,0,4015632332
1461,1461,0,4015632333
1462,1462,0,4015632334
1463,1463,0,4015632335
1464,1464,0,4015632336
1465,1465,0,4015632337
1466,1466,0,4015632338
1467,1467,0,4015632339
1468,1468,0,4015632340
1469,1469,0,4015632341
1470,1470,0,4015632342
1471,1471,0,4015632343
1472,1472,0,4015632344
1473,1473,0,4015632345
1474,1474,0,4015632346
1475,1475,0,4015632347
1476,1476,0,4015632348
1477,1477,0,4015632349
1478,1478,0,4015632350
1479,1479,0,4015632351
1480,1480,0,4015632352
1481,1481,0,4015632353
1482,1482,0,4015632354
1483,1483,0,4015632355
1484,1484,0,4015632356
1485,1485,0,4015632357
1486,1486,0,4015632358
1487,1487,0,4015632359
1488,1488,0,4015632360
1489,1489,0,4015632361
1490,1490,0,4015632362
1491,1491,0,4015632363
1492,1492,0,4015632364
1493,1493,0,4015632365
1494,1494,0,4015632366
1495,1495,0,4015632367
1496,1496,0,4015632368
1497,1497,0,4015632369
1498,1498,0,4015632370
1499,1499,0,4015632371
1500,1500,0,4015632372
1501,1501,0,4015632373
1502,1502,0,4015632374
1503,1503,0,4015632375
1504,1504,0,4015632376
1505,1505,0,4015632377
1506,1506,0,4015632378
1507,1507,0,4015632379
1508,1508,0,4015632380
1509,1509,0,4015632381
1510,1510,0,4015632382
1511,1511,0,4015632383
1512,1512,0,4015632384
1513,1513,0,4015632385
1514,1514,0,4015632386
1515,1515,0,4015632387
1516,1516,0,4015632388
1517,1517,0,4015632389
1518,1518,0,4015632390
1519,1519,0,4015632391
1520,1520,0,4015632392
1521,1521,0,4015632393
1522,1522,0,4015632394
1523,1523,0,4015632395
1524,1524,0,4015632396
1525,1525,0,4015632397
1526,1526,0,4015632398
1527,1527,0,4015632399
1528,1528,0,4015632400
1529,1529,0,4015632401
1530,1530,0,4015632402
1531,1531,0,4015632403
1532,1532,0,4015632404
1533,1533,0,4015632405
1534,1534,0,4015632406
1535,1535,0,4015632407
1536,1536,0,4015632408
1537,1537,0,4015632409
1538,1538,0,4015632410
1539,1539,0,4015632411
1540,1540,0,4015632412
1541,1541,0,4015632413
1542,1542,0,4015632414
1543,1543,0,4015632415
1544,1544,0,4015632416
1545,1545,0,4015632417
1546,1546,0,4015632418
1547,1547,0,4015632419
1548,1548,0,4015632420
1549,1549,0,4015632421
1550,1550,0,4015632422
1551,1551,0,4015632423
1552,1552,0,4015632424
1553,1553,0,4015632425
1554,1554,0,4015632426
1555,1555,0,4015632427
1556,1556,0,4015632428
1557,1557,0,4015632429
1558,1558,0,4015632430
1559,1559,0,4015632431
1560,1560,0,4015632432
1561,1561,0,4015632433
1562,1562,0,4015632434
1563,1563,0,4015632435
1564,1564,0,4015632436
1565,1565,0,4015632437
1566,1566,0,4015632438
1567,1567,0,4015632439
1568,1568,0,4015632440
1569,1569,0,4015632441
1570,1570,0,4015632442
1571,1571,0,4015632443
1572,1572,0,4015632444
1573,1573,0,4015632445
1574,1574,0,4015632446
1575,1575,0,4015632447
1576,1576,0,4015632448
1577,1577,0,4015632449
1578,1578,0,4015632450
1579,1579,0,4015632451
1580,1580,0,4015632452
1581,1581,0,4015632453
1582,1582,0,4015632454
1583,1583,0,4015632455
1584,1584,0,4015632456
1585,1585,0,4015632457
1586,1586,0,4015632458
1587,1587,0,4015632459
1588,1588,0,4015632460
1589,1589,0,4015632461
1590,1590,0,4015632462
1591,1591,0,4015632463
1592,1592,0,4015632464
1593,1593,0,4015632465
1594,1594,0,4015632466
1595,1595,0,4015632467
1596,1596,0,4015632468
1597,1597,0,4015632469
1598,1598,0,4015632470
1599,1599,0,4015632471
1600,1600,0,4015632472
1601,1601,0,4015632473
1602,1602,0,4015632474
1603,1603,0,4015632475
1604,1604,0,4015632476
1605,1605,0,4015632477
1606,1606,0,4015632478
1607,1607,0,4015632479
1608,1608,0,4015632480
1609,1609,0,4015632481
1610,1610,0,4015632482
1611,1611,0,4015632483
1612,1612,0,4015632484
1613,1613,0,4015632485
1614,1614,0,4015632486
1615,1615,0,4015632487
1616,1616,0,4015632488
1617,1617,0,4015632489
1618,1618,0,4015632490
1619,1619,0,4015632491
1620,1620,0,4015632492
1621,1621,0,4015632493
1622,1622,0,4015632494
1623,1623,0,4015632495
1624,1624,0,4015632496
1625,1625,0,4015632497
1626,1626,0,4015632498
1627,1627,0,4015632499
1628,1628,0,4015632500
1629,1629,0,4015632501
1630,1630,0,4015632502
1631,1631,0,4015632503
1632,1632,0,4015632504
1633,1633,0,4015632505
1634,1634,0,4015632506
1635,1635,0,4015632507
1636,1636,0,4015632508
1637,1637,0,4015632509
1638,1638,0,4015632510
1639,1639,0,4015632511
1640,1640,0,4015632512
1641,1641,0,4015632513
1642,1642,0,4015632514
1643,1643,0,4015632515
1644,1644,0,4015632516
1645,1645,0,4015632517
1646,1646,0,4015632518
1647,1647,0,4015632519
1648,1648,0,4015632520
1649,1649,0,4015632521
1650,1650,0,4015632522
1651,1651,0,4015632523
1652,1652,0,4015632524
1653,1653,0,4015632525
1654,1654,0,4015632526
1655,1655,0,4015632527
1656,1656,0,4015632528
1657,1657,0,4015632529
1658,1658,0,4015632530
1659,1659,0,4015632531
1660,1660,0,4015632532
1661,1661,0,4015632533
1662,1662,0,4015632534
1663,1663,0,4015632535
1664,1664,0,4015632536
1665,1665,0,4015632537
1666,1666,0,4015632538
1667,1667,0,4015632539
1668,1668,0,4015632540
1669,1669,0,4015632541
1670,1670,0,4015632542
1671,1671,0,4015632543
1672,1672,0,4015632544
1673,1673,0,4015632545
1674,1674,0,4015632546
1675,1675,0,4015632547
1676,1676,0,4015632548
1677,1677,0,4015632549
1678,1678,0,4015632550
1679,1679,0,4015632551
1680,1680,0,4015632552
1681,1681,0,4015632553
1682,1682,0,4015632554
1683,1683,0,4015632555
1684,1684,0,4015632556
1685,1685,0,4015632557
1686,1686,0,4015632558
1687,1687,0,4015632559
1688,1688,0,4015632560
1689,1689,0,4015632561
1690,1690,0,4015632562
1691,1691,0,4015632563
1692,1692,0,4015632564
1693,1693,0,4015632565
1694,1694,0,4015632566
1695,1695,0,4015632567
1696,1696,0,4015632568
1697,1697,0,4015632569
1698,1698,0,4015632570
1699,1699,0,4015632571
1700,1700,0,4015632572
1701,1701,0,4015632573
1702,1702,0,4015632574
1703,1703,0,4015632575
1704,1704,0,4015632576
1705,1705,0,4015632577
1706,1706,0,4015632578
1707,1707,0,4015632579
1708,1708,0,4015632580
1709,1709,0,4015632581
1710,1710,0,4015632582
1711,1711,0,4015632583
1712,1712,0,4015632584
1713,1713,0,4015632585
1714,1714,0,4015632586
1715,1715,0,4015632587
1716,1716,0,4015632588
1717,1717,0,4015632589
1718,1718,0,4015632590
1719,1719,0,4015632591
1720,1720,0,4015632592
1721,1721,0,4015632593
1722,1722,0,4015632594
1723,1723,0,4015632595
1724,1724,0,4015632596
1725,1725,0,4015632597
1726,1726,0,4015632598
1727,1727,0,4015632599
1728,1728,0,4015632600
1729,1729,0,4015632601
1730,1730,0,4015632602
1731,1731,0,4015632603
1732,1732,0,4015632604
1733,1733,0,4015632605
1734,1734,0,4015632606
1735,1735,0,4015632607
1736,1736,0,4015632608
1737,1737,0,4015632609
1738,1738,0,4015632610
1739,1739,0,4015632611
1740,1740,0,4015632612
1741,1741,0,4015632613
1742,1742,0,4015632614
1743,1743,0,4015632615
1744,1744,0,4015632616
1745,1745,0,4015632617
1746,1746,0,4015632618
1747,1747,0,4015632619
1748,1748,0,4015632620
1749,1749,0,4015632621
1750,1750,0,4015632622
1751,1751,0,4015632623
1752,1752,0,4015632624
1753,1753,0,4015632625
1754,1754,0,4015632626
1755,1755,0,4015632627
1756,1756,0,4015632628
1757,1757,0,4015632629
1758,1758,0,4015632630
1759,1759,0,4015632631
1760,1760,0,4015632632
1761,1761,0,4015632633
1762,1762,0,4015632634
1763,1763,0,4015632635
1764,1764,0,4015632636
1765,1765,0,4015632637
1766,1766,0,4015632638
1767,1767,0,4015632639
1768,1768,0,4015632640
1769,1769,0,4015632641
1770,1770,0,4015632642
1771,1771,0,4015632643
1772,1772,0,4015632644
1773,1773,0,4015632645
1774,1774,0,4015632646
1775,1775,0,4015632647
1776,1776,0,4015632648
1777,1777,0,4015632649
1778,1778,0,4015632650
1779,1779,0,4015632651
1780,1780,0,4015632652
1781,1781,0,4015632653
1782,1782,0,4015632654
1783,1783,0,4015632655
1784,1784,0,4015632656
1785,1785,0,4015632657
1786,1786,0,4015632658
1787,1787,0,4015632659
1788,1788,0,4015632660
1789,1789,0,4015632661
1790,1790,0,4015632662
1791,1791,0,4015632663
1792,1792,0,4015632664
1793,1793,0,4015632665
1794,1794,0,4015632666
1795,1795,0,4015632667
1796,1796,0,4015632668
1797,1797,0,4015632669
1798,1798,0,4015632670
1799,1799,0,4015632671
1800,1800,0,4015632672
1801,1801,0,4015632673
1802,1802,0,4015632674
1803,1803,0,4015632675
1804,1804,0,4015632676
1805,1805,0,4015632677
1806,1806,0,4015632678
1807,1807,0,4015632679
1808,1808,0,4015632680
1809,1809,0,4015632681
1810,1810,0,4015632682
1811,1811,0,4015632683
1812,1812,0,4015632684
1813,1813,0,4015632685
1814,1814,0,4015632686
1815,1815,0,4015632687
1816,1816,0,4015632688
1817,1817,0,4015632689
1818,1818,0,4015632690
1819,1819,0,4015632691
1820,1820,0,4015632692
1821,1821,0,4015632693
1822,1822,0,4015632694
1823,1823,0,4015632695
1824,1824,0,4015632696
1825,1825,0,4015632697
1826,1826,0,4015632698
1827,1827,0,4015632699
1828,1828,0,4015632700
1829,1829,0,4015632701
1830,1830,0,4015632702
1831,1831,0,4015632703
1832,1832,0,4015632704
1833,1833,0,4015632705
1834,1834,0,4015632706
1835,1835,0,4015632707
1836,1836,0,4015632708
1837,1837,0,4015632709
1838,1838,0,4015632710
1839,1839,0,4015632711
1840,1840,0,4015632712
1841,1841,0,4015632713
1842,1842,0,4015632714
1843,1843,0,4015632715
1844,1844,0,4015632716
1845,1845,0,4015632717
1846,1846,0,4015632718
1847,1847,0,4015632719
1848,1848,0,4015632720
1849,1849,0,4015632721
1850,1850,0,4015632722
1851,1851,0,4015632723
1852,1852,0,4015632724
1853,1853,0,4015632725
1854,1854,0,4015632726
1855,1855,0,4015632727
1856,1856,0,4015632728
1857,1857,0,4015632729
1858,1858,0,4015632730
1859,1859,0,4015632731
1860,1860,0,4015632732
1861,1861,0,4015632733
1862,1862,0,4015632734
1863,1863,0,4015632735
1864,1864,0,4015632736
1865,1865,0,4015632737
1866,1866,0,4015632738
1867,1867,0,4015632739
1868,1868,0,4015632740
1869,1869,0,4015632741
1870,1870,0,4015632742
1871,1871,0,4015632743
1872,1872,0,4015632744
1873,1873,0,4015632745
1874,1874,0,4015632746
1875,1875,0,4015632747
1876,1876,0,4015632748
1877,1877,0,4015632749
1878,1878,0,4015632750
1879,1879,0,4015632751
1880,1880,0,4015632752
1881,1881,0,4015632753
1882,1882,0,4015632754
1883,1883,0,4015632755
1884,1884,0,4015632756
1885,1885,0,4015632757
1886,1886,0,4015632758
1887,1887,0,4015632759
1888,1888,0,4015632760
1889,1889,0,4015632761
1890,1890,0,4015632762
1891,1891,0,4015632763
1892,1892,0,4015632764
1893,1893,0,4015632765
1894,1894,0,4015632766
1895,1895,0,4015632767
1896,1896,0,4015632768
1897,1897,0,4015632769
1898,1898,0,4015632770
1899,1899,0,4015632771
1900,1900,0,4015632772
1901,1901,0,4015632773
1902,1902,0,4015632774
1903,1903,0,4015632775
1904,1904,0,4015632776
1905,1905,0,4015632777
1906,1906,0,4015632778
1907,1907,0,4015632779
1908,1908,0,4015632780
1909,1909,0,4015632781
1910,1910,0,4015632782
1911,1911,0,4015632783
1912,1912,0,4015632784
1913,1913,0,4015632785
1914,1914,0,4015632786
1915,1915,0,4015632787
1916,1916,0,4015632788
1917,1917,0,4015632789
1918,1918,0,4015632790
1919,1919,0,4015632791
1920,1920,0,4015632792
1921,1921,0,4015632793
1922,1922,0,4015632794
1923,1923,0,4015632795
1924,1924,0,4015632796
1925,1925,0,4015632797
1926,1926,0,4015632798
1927,1927,0,4015632799
1928,1928,0,4015632800
1929,1929,0,4015632801
1930,1930,0,4015632802
1931,1931,0,4015632803
1932,1932,0,4015632804
1933,1933,0,4015632805
1934,1934,0,4015632806
1935,1935,0,4015632807
1936,1936,0,4015632808
1937,1937,0,4015632809
1938,1938,0,4015632810
1939,1939,0,4015632811
1940,1940,0,4015632812
1941,1941,0,4015632813
1942,1942,0,4015632814
1943,1943,0,4015632815
1944,1944,0,4015632816
1945,1945,0,4015632817
1946,1946,0,4015632818
1947,1947,0,4015632819
1948,1948,0,4015632820
1949,1949,0,4015632821
1950,1950,0,4015632822
1951,1951,0,4015632823
1952,1952,0,4015632824
1953,1953,0,4015632825
1954,1954,0,4015632826
1955,1955,0,4015632827
1956,1956,0,4015632828
1957,1957,0,4015632829
1958,1958,0,4015632830
1959,1959,0,4015632831
1960,1960,0,4015632832
1961,1961,0,4015632833
1962,1962,0,4015632834
1963,1963,0,4015632835
1964,1964,0,4015632836
1965,1965,0,4015632837
1966,1966,0,4015632838
1967,1967,0,4015632839
1968,1968,0,4015632840
1969,1969,0,4015632841
1970,1970,0,4015632842
1971,1971,0,4015632843
1972,1972,0,4015632844
1973,1973,0,4015632845
1974,1974,0,4015632846
1975,1975,0,4015632847
1976,1976,0,4015632848
1977,1977,0,4015632849
1978,1978,0,4015632850
1979,1979,0,4015632851
1980,1980,0,4015632852
1981,1981,0,4015632853
1982,1982,0,4015632854
1983,1983,0,4015632855
1984,1984,0,4015632856
1985,1985,0,4015632857
1986,1986,0,4015632858
1987,1987,0,4015632859
1988,1988,0,4015632860
1989,1989,0,4015632861
1990,1990,0,4015632862
1991,1991,0,4015632863
1992,1992,0,4015632864
1993,1993,0,4015632865
1994,1994,0,4015632866
1995,1995,0,4015632867
1996,1996,0,4015632868
1997,1997,0,4015632869
1998,1998,0,4015632870
1999,1999,0,4015632871
2000,2000,0,4015632872
2001,2001,0,4015632873
2002,2002,0,4015632874
2003,2003,0,4015632875
2004,2004,0,4015632876
2005,2005,0,4015632877
2006,2006,0,4015632878
2007,2007,0,4015632879
2008,2008,0,4015632880
2009,2009,0,4015632881
2010,2010,0,4015632882
2011,2011,0,4015632883
2012,2012,0,4015632884
2013,2013,0,4015632885
2014,2014,0,4015632886
2015,2015,0,4015632887
2016,2016,0,4015632888
2017,2017,0,4015632889
2018,2018,0,4015632890
2019,2019,0,4015632891
2020,2020,0,4015632892
2021,2021,0,4015632893
2022,2022,0,4015632894
2023,2023,0,4015632895
2024,2024,0,4015632896
2025,2025,0,4015632897
2026,2026,0,4015632898
2027,2027,0,4015632899
2028,2028,0,4015632900
2029,2029,0,4015632901
2030,2030,0,4015632902
2031,2031,0,4015632903
2032,2032,0,4015632904
2033,2033,0,4015632905
2034,2034,0,4015632906
2035,2035,0,4015632907
2036,2036,0,4015632908
2037,2037,0,4015632909
2038,2038,0,4015632910
2039,2039,0,4015632911
2040,2040,0,4015632912
2041,2041,0,4015632913
2042,2042,0,4015632914
2043,2043,0,4015632915
2044,2044,0,4015632916
2045,2045,0,4015632917
2046,2046,0,4015632918
2047,2047,0,4015632919
2048,2048,1,4015632920
2049,2049,0,4015632921
2050,2050,0,4015632922
2051,2051,0,4015632923
2052,2052,0,4015632924
2053,2053,0,4015632925
2054,2054,0,4015632926
2055,2055,0,4015632927
2056,2056,0,4015632928
2057,2057,0,4015632929
2058,2058,0,4015632930
2059,2059,0,4015632931
2060,2060,0,4015632932
2061,2061,0,4015632933
2062,2062,0,4015632934
2063,2063,0,4015632935
2064,2064,0,4015632936
2065,2065,0,4015632937
2066,2066,0,4015632938
2067,2067,0,4015632939
2068,2068,0,4015632940
2069,2069,0,4015632941
2070,2070,0,4015632942
2071,2071,0,4015632943
2072,2072,0,4015632944
2073,2073,0,4015632945
2074,2074,0,4015632946
2075,2075,0,4015632947
2076,2076,0,4015632948
2077,2077,0,4015632949
2078,2078,0,4015632950
2079,2079,0,4015632951
2080,2080,0,4015632952
2081,2081,0,4015632953
2082,2082,0,4015632954
2083,2083,0,4015632955
2084,2084,0,4015632956
2085,2085,0,4015632957
2086,2086,0,4015632958
2087,2087,0,4015632959
2088,2088,0,4015632960
2089,2089,0,4015632961
2090,2090,0,4015632962
2091,2091,0,4015632963
2092,2092,0,4015632964
2093,2093,0,4015632965
2094,2094,0,4015632966
2095,2095,0,4015632967
2096,2096,0,4015632968
2097,2097,0,4015632969
2098,2098,0,4015632970
2099,2099,0,4015632971
2100,2100,0,4015632972
2101,2101,0,4015632973
2102,2102,0,4015632974
2103,2103,0,4015632975
2104,2104,0,4015632976
2105,2105,0,4015632977
2106,2106,0,4015632978
2107,2107,0,4015632979
2108,2108,0,4015632980
2109,2109,0,4015632981
2110,2110,0,4015632982
2111,2111,0,4015632983
2112,2112,0,4015632984
2113,2113,0,4015632985
2114,2114,0,4015632986
2115,2115,0,4015632987
2116,2116,0,4015632988
2117,2117,0,4015632989
2118,2118,0,4015632990
2119,2119,0,4015632991
2120,2120,0,4015632992
2121,2121,0,4015632993
2122,2122,0,4015632994
2123,2123,0,4015632995
2124,2124,0,4015632996
2125,2125,0,4015632997
2126,2126,0,4015632998
2127,2127,0,4015632999
2128,2128,0,4015633000
2129,2129,0,4015633001
2130,2130,0,4015633002
2131,2131,0,4015633003
2132,2132,0,4015633004
2133,2133,0,4015633005
2134,2134,0,4015633006
2135,2135,0,4015633007
2136,2136,0,4015633008
2137,2137,0,4015633009
2138,2138,0,4015633010
2139,2139,0,4015633011
2140,2140,0,4015633012
2141,2141,0,4015633013
2142,2142,0,4015633014
2143,2143,0,4015633015
2144,2144,0,4015633016
2145,2145,0,4015633017
2146,2146,0,4015633018
2147,2147,0,4015633019
2148,2148,0,4015633020
2149,2149,0,4015633021
2150,2150,0,4015633022
2151,2151,0,4015633023
2152,2152,0,4015633024
2153,2153,0,4015633025
2154,2154,0,4015633026
2155,2155,0,4015633027
2156,2156,0,4015633028
2157,2157,0,4015633029
2158,2158,0,4015633030
2159,2159,0,4015633031
2160,2160,0,4015633032
2161,2161,0,4015633033
2162,2162,0,4015633034
2163,2163,0,4015633035
2164,2164,0,4015633036
2165,2165,0,4015633037
2166,2166,0,4015633038
2167,2167,0,4015633039
2168,2168,0,4015633040
2169,2169,0,4015633041
2170,2170,0,4015633042
2171,2171,0,4015633043
2172,2172,0,4015633044
2173,2173,0,4015633045
2174,2174,0,4015633046
2175,2175,0,4015633047
2176,2176,0,4015633048
2177,2177,0,4015633049
2178,2178,0,4015633050
2179,2179,0,4015633051
2180,2180,0,4015633052
2181,2181,0,4015633053
2182,2182,0,4015633054
2183,2183,0,4015633055
2184,2184,0,4015633056
2185,2185,0,4015633057
2186,2186,0,4015633058
2187,2187,0,4015633059
2188,2188,0,4015633060
2189,2189,0,4015633061
2190,2190,0,4015633062
2191,2191,0,4015633063
2192,2192,0,4015633064
2193,2193,0,4015633065
2194,2194,0,4015633066
2195,2195,0,4015633067
2196,2196,0,4015633068
2197,2197,0,4015633069
2198,2198,0,4015633070
2199,2199,0,4015633071
2200,2200,0,4015633072
2201,2201,0,4015633073
2202,2202,0,4015633074
2203,2203,0,4015633075
2204,2204,0,4015633076
2205,2205,0,4015633077
2206,2206,0,4015633078
2207,2207,0,4015633079
2208,2208,0,4015633080
2209,2209,0,4015633081
2210,2210,0,4015633082
2211,2211,0,4015633083
2212,2212,0,4015633084
2213,2213,0,4015633085
2214,2214,0,4015633086
2215,2215,0,4015633087
2216,2216,0,4015633088
2217,2217,0,4015633089
2218,2218,0,4015633090
2219,2219,0,4015633091
2220,2220,0,4015633092
2221,2221,0,4015633093
2222,2222,0,4015633094
2223,2223,0,4015633095
2224,2224,0,4015633096
2225,2225,0,4015633097
2226,2226,0,4015633098
2227,2227,0,4015633099
2228,2228,0,4015633100
2229,2229,0,4015633101
2230,2230,0,4015633102
2231,2231,0,4015633103
2232,2232,0,4015633104
2233,2233,0,4015633105
2234,2234,0,4015633106
2235,2235,0,4015633107
2236,2236,0,4015633108
2237,2237,0,4015633109
2238,2238,0,4015633110
2239,2239,0,4015633111
2240,2240,0,4015633112
2241,2241,0,4015633113
2242,2242,0,4015633114
2243,2243,0,4015633115
2244,2244,0,4015633116
2245,2245,0,4015633117
2246,2246,0,4015633118
2247,2247,0,4015633119
2248,2248,0,4015633120
2249,2249,0,4015633121
2250,2250,0,4015633122
2251,2251,0,4015633123
2252,2252,0,4015633124
2253,2253,0,4015633125
2254,2254,0,4015633126
2255,2255,0,4015633127
2256,2256,0,4015633128
2257,2257,0,4015633129
2258,2258,0,4015633130
2259,2259,0,4015633131
2260,2260,0,4015633132
2261,2261,0,4015633133
2262,2262,0,4015633134
2263,2263,0,4015633135
2264,2264,0,4015633136
2265,2265,0,4015633137
2266,2266,0,4015633138
2267,2267,0,4015633139
