Sample in Buffer,Sample in Window,TRIGGER,count[31:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,UNSIGNED
2268,2268,0,4015633140
2269,2269,0,4015633141
2270,2270,0,4015633142
2271,2271,0,4015633143
2272,2272,0,4015633144
2273,2273,0,4015633145
2274,2274,0,4015633146
2275,2275,0,4015633147
2276,2276,0,4015633148
2277,2277,0,4015633149
2278,2278,0,4015633150
2279,2279,0,4015633151
2280,2280,0,4015633152
2281,2281,0,4015633153
2282,2282,0,4015633154
2283,2283,0,4015633155
2284,2284,0,4015633156
2285,2285,0,4015633157
2286,2286,0,4015633158
2287,2287,0,4015633159
2288,2288,0,4015633160
2289,2289,0,4015633161
2290,2290,0,4015633162
2291,2291,0,4015633163
2292,2292,0,4015633164
2293,2293,0,4015633165
2294,2294,0,4015633166
2295,2295,0,4015633167
2296,2296,0,4015633168
2297,2297,0,4015633169
2298,2298,0,4015633170
2299,2299,0,4015633171
2300,2300,0,4015633172
2301,2301,0,4015633173
2302,2302,0,4015633174
2303,2303,0,4015633175
2304,2304,0,4015633176
2305,2305,0,4015633177
2306,2306,0,4015633178
2307,2307,0,4015633179
2308,2308,0,4015633180
2309,2309,0,4015633181
2310,2310,0,4015633182
2311,2311,0,4015633183
2312,2312,0,4015633184
2313,2313,0,4015633185
2314,2314,0,4015633186
2315,2315,0,4015633187
2316,2316,0,4015633188
2317,2317,0,4015633189
2318,2318,0,4015633190
2319,2319,0,4015633191
2320,2320,0,4015633192
2321,2321,0,4015633193
2322,2322,0,4015633194
2323,2323,0,4015633195
2324,2324,0,4015633196
2325,2325,0,4015633197
2326,2326,0,4015633198
2327,2327,0,4015633199
2328,2328,0,4015633200
2329,2329,0,4015633201
2330,2330,0,4015633202
2331,2331,0,4015633203
2332,2332,0,4015633204
2333,2333,0,4015633205
2334,2334,0,4015633206
2335,2335,0,4015633207
2336,2336,0,4015633208
2337,2337,0,4015633209
2338,2338,0,4015633210
2339,2339,0,4015633211
2340,2340,0,4015633212
2341,2341,0,4015633213
2342,2342,0,4015633214
2343,2343,0,4015633215
2344,2344,0,4015633216
2345,2345,0,4015633217
2346,2346,0,4015633218
2347,2347,0,4015633219
2348,2348,0,4015633220
2349,2349,0,4015633221
2350,2350,0,4015633222
2351,2351,0,4015633223
2352,2352,0,4015633224
2353,2353,0,4015633225
2354,2354,0,4015633226
2355,2355,0,4015633227
2356,2356,0,4015633228
2357,2357,0,4015633229
2358,2358,0,4015633230
2359,2359,0,4015633231
2360,2360,0,4015633232
2361,2361,0,4015633233
2362,2362,0,4015633234
2363,2363,0,4015633235
2364,2364,0,4015633236
2365,2365,0,4015633237
2366,2366,0,4015633238
2367,2367,0,4015633239
2368,2368,0,4015633240
2369,2369,0,4015633241
2370,2370,0,4015633242
2371,2371,0,4015633243
2372,2372,0,4015633244
2373,2373,0,4015633245
2374,2374,0,4015633246
2375,2375,0,4015633247
2376,2376,0,4015633248
2377,2377,0,4015633249
2378,2378,0,4015633250
2379,2379,0,4015633251
2380,2380,0,4015633252
2381,2381,0,4015633253
2382,2382,0,4015633254
2383,2383,0,4015633255
2384,2384,0,4015633256
2385,2385,0,4015633257
2386,2386,0,4015633258
2387,2387,0,4015633259
2388,2388,0,4015633260
2389,2389,0,4015633261
2390,2390,0,4015633262
2391,2391,0,4015633263
2392,2392,0,4015633264
2393,2393,0,4015633265
2394,2394,0,4015633266
2395,2395,0,4015633267
2396,2396,0,4015633268
2397,2397,0,4015633269
2398,2398,0,4015633270
2399,2399,0,4015633271
2400,2400,0,4015633272
2401,2401,0,4015633273
2402,2402,0,4015633274
2403,2403,0,4015633275
2404,2404,0,4015633276
2405,2405,0,4015633277
2406,2406,0,4015633278
2407,2407,0,4015633279
2408,2408,0,4015633280
2409,2409,0,4015633281
2410,2410,0,4015633282
2411,2411,0,4015633283
2412,2412,0,4015633284
2413,2413,0,4015633285
2414,2414,0,4015633286
2415,2415,0,4015633287
2416,2416,0,4015633288
2417,2417,0,4015633289
2418,2418,0,4015633290
2419,2419,0,4015633291
2420,2420,0,4015633292
2421,2421,0,4015633293
2422,2422,0,4015633294
2423,2423,0,4015633295
2424,2424,0,4015633296
2425,2425,0,4015633297
2426,2426,0,4015633298
2427,2427,0,4015633299
2428,2428,0,4015633300
2429,2429,0,4015633301
2430,2430,0,4015633302
2431,2431,0,4015633303
2432,2432,0,4015633304
2433,2433,0,4015633305
2434,2434,0,4015633306
2435,2435,0,4015633307
2436,2436,0,4015633308
2437,2437,0,4015633309
2438,2438,0,4015633310
2439,2439,0,4015633311
2440,2440,0,4015633312
2441,2441,0,4015633313
2442,2442,0,4015633314
2443,2443,0,4015633315
2444,2444,0,4015633316
2445,2445,0,4015633317
2446,2446,0,4015633318
2447,2447,0,4015633319
2448,2448,0,4015633320
2449,2449,0,4015633321
2450,2450,0,4015633322
2451,2451,0,4015633323
2452,2452,0,4015633324
2453,2453,0,4015633325
2454,2454,0,4015633326
2455,2455,0,4015633327
2456,2456,0,4015633328
2457,2457,0,4015633329
2458,2458,0,4015633330
2459,2459,0,4015633331
2460,2460,0,4015633332
2461,2461,0,4015633333
2462,2462,0,4015633334
2463,2463,0,4015633335
2464,2464,0,4015633336
2465,2465,0,4015633337
2466,2466,0,4015633338
2467,2467,0,4015633339
2468,2468,0,4015633340
2469,2469,0,4015633341
2470,2470,0,4015633342
2471,2471,0,4015633343
2472,2472,0,4015633344
2473,2473,0,4015633345
2474,2474,0,4015633346
2475,2475,0,4015633347
2476,2476,0,4015633348
2477,2477,0,4015633349
2478,2478,0,4015633350
2479,2479,0,4015633351
2480,2480,0,4015633352
2481,2481,0,4015633353
2482,2482,0,4015633354
2483,2483,0,4015633355
2484,2484,0,4015633356
2485,2485,0,4015633357
2486,2486,0,4015633358
2487,2487,0,4015633359
2488,2488,0,4015633360
2489,2489,0,4015633361
2490,2490,0,4015633362
2491,2491,0,4015633363
2492,2492,0,4015633364
2493,2493,0,4015633365
2494,2494,0,4015633366
2495,2495,0,4015633367
2496,2496,0,4015633368
2497,2497,0,4015633369
2498,2498,0,4015633370
2499,2499,0,4015633371
2500,2500,0,4015633372
2501,2501,0,4015633373
2502,2502,0,4015633374
2503,2503,0,4015633375
2504,2504,0,4015633376
2505,2505,0,4015633377
2506,2506,0,4015633378
2507,2507,0,4015633379
2508,2508,0,4015633380
2509,2509,0,4015633381
2510,2510,0,4015633382
2511,2511,0,4015633383
2512,2512,0,4015633384
2513,2513,0,4015633385
2514,2514,0,4015633386
2515,2515,0,4015633387
2516,2516,0,4015633388
2517,2517,0,4015633389
2518,2518,0,4015633390
2519,2519,0,4015633391
2520,2520,0,4015633392
2521,2521,0,4015633393
2522,2522,0,4015633394
2523,2523,0,4015633395
2524,2524,0,4015633396
2525,2525,0,4015633397
2526,2526,0,4015633398
2527,2527,0,4015633399
2528,2528,0,4015633400
2529,2529,0,4015633401
2530,2530,0,4015633402
2531,2531,0,4015633403
2532,2532,0,4015633404
2533,2533,0,4015633405
2534,2534,0,4015633406
2535,2535,0,4015633407
2536,2536,0,4015633408
2537,2537,0,4015633409
2538,2538,0,4015633410
2539,2539,0,4015633411
2540,2540,0,4015633412
2541,2541,0,4015633413
2542,2542,0,4015633414
2543,2543,0,4015633415
2544,2544,0,4015633416
2545,2545,0,4015633417
2546,2546,0,4015633418
2547,2547,0,4015633419
2548,2548,0,4015633420
2549,2549,0,4015633421
2550,2550,0,4015633422
2551,2551,0,4015633423
2552,2552,0,4015633424
2553,2553,0,4015633425
2554,2554,0,4015633426
2555,2555,0,4015633427
2556,2556,0,4015633428
2557,2557,0,4015633429
2558,2558,0,4015633430
2559,2559,0,4015633431
2560,2560,0,4015633432
2561,2561,0,4015633433
2562,2562,0,4015633434
2563,2563,0,4015633435
2564,2564,0,4015633436
2565,2565,0,4015633437
2566,2566,0,4015633438
2567,2567,0,4015633439
2568,2568,0,4015633440
2569,2569,0,4015633441
2570,2570,0,4015633442
2571,2571,0,4015633443
2572,2572,0,4015633444
2573,2573,0,4015633445
2574,2574,0,4015633446
2575,2575,0,4015633447
2576,2576,0,4015633448
2577,2577,0,4015633449
2578,2578,0,4015633450
2579,2579,0,4015633451
2580,2580,0,4015633452
2581,2581,0,4015633453
2582,2582,0,4015633454
2583,2583,0,4015633455
2584,2584,0,4015633456
2585,2585,0,4015633457
2586,2586,0,4015633458
2587,2587,0,4015633459
2588,2588,0,4015633460
2589,2589,0,4015633461
2590,2590,0,4015633462
2591,2591,0,4015633463
2592,2592,0,4015633464
2593,2593,0,4015633465
2594,2594,0,4015633466
2595,2595,0,4015633467
2596,2596,0,4015633468
2597,2597,0,4015633469
2598,2598,0,4015633470
2599,2599,0,4015633471
2600,2600,0,4015633472
2601,2601,0,4015633473
2602,2602,0,4015633474
2603,2603,0,4015633475
2604,2604,0,4015633476
2605,2605,0,4015633477
2606,2606,0,4015633478
2607,2607,0,4015633479
2608,2608,0,4015633480
2609,2609,0,4015633481
2610,2610,0,4015633482
2611,2611,0,4015633483
2612,2612,0,4015633484
2613,2613,0,4015633485
2614,2614,0,4015633486
2615,2615,0,4015633487
2616,2616,0,4015633488
2617,2617,0,4015633489
2618,2618,0,4015633490
2619,2619,0,4015633491
2620,2620,0,4015633492
2621,2621,0,4015633493
2622,2622,0,4015633494
2623,2623,0,4015633495
2624,2624,0,4015633496
2625,2625,0,4015633497
2626,2626,0,4015633498
2627,2627,0,4015633499
2628,2628,0,4015633500
2629,2629,0,4015633501
2630,2630,0,4015633502
2631,2631,0,4015633503
2632,2632,0,4015633504
2633,2633,0,4015633505
2634,2634,0,4015633506
2635,2635,0,4015633507
2636,2636,0,4015633508
2637,2637,0,4015633509
2638,2638,0,4015633510
2639,2639,0,4015633511
2640,2640,0,4015633512
2641,2641,0,4015633513
2642,2642,0,4015633514
2643,2643,0,4015633515
2644,2644,0,4015633516
2645,2645,0,4015633517
2646,2646,0,4015633518
2647,2647,0,4015633519
2648,2648,0,4015633520
2649,2649,0,4015633521
2650,2650,0,4015633522
2651,2651,0,4015633523
2652,2652,0,4015633524
2653,2653,0,4015633525
2654,2654,0,4015633526
2655,2655,0,4015633527
2656,2656,0,4015633528
2657,2657,0,4015633529
2658,2658,0,4015633530
2659,2659,0,4015633531
2660,2660,0,4015633532
2661,2661,0,4015633533
2662,2662,0,4015633534
2663,2663,0,4015633535
2664,2664,0,4015633536
2665,2665,0,4015633537
2666,2666,0,4015633538
2667,2667,0,4015633539
2668,2668,0,4015633540
2669,2669,0,4015633541
2670,2670,0,4015633542
2671,2671,0,4015633543
2672,2672,0,4015633544
2673,2673,0,4015633545
2674,2674,0,4015633546
2675,2675,0,4015633547
2676,2676,0,4015633548
2677,2677,0,4015633549
2678,2678,0,4015633550
2679,2679,0,4015633551
2680,2680,0,4015633552
2681,2681,0,4015633553
2682,2682,0,4015633554
2683,2683,0,4015633555
2684,2684,0,4015633556
2685,2685,0,4015633557
2686,2686,0,4015633558
2687,2687,0,4015633559
2688,2688,0,4015633560
2689,2689,0,4015633561
2690,2690,0,4015633562
2691,2691,0,4015633563
2692,2692,0,4015633564
2693,2693,0,4015633565
2694,2694,0,4015633566
2695,2695,0,4015633567
2696,2696,0,4015633568
2697,2697,0,4015633569
2698,2698,0,4015633570
2699,2699,0,4015633571
2700,2700,0,4015633572
2701,2701,0,4015633573
2702,2702,0,4015633574
2703,2703,0,4015633575
2704,2704,0,4015633576
2705,2705,0,4015633577
2706,2706,0,4015633578
2707,2707,0,4015633579
2708,2708,0,4015633580
2709,2709,0,4015633581
2710,2710,0,4015633582
2711,2711,0,4015633583
2712,2712,0,4015633584
2713,2713,0,4015633585
2714,2714,0,4015633586
2715,2715,0,4015633587
2716,2716,0,4015633588
2717,2717,0,4015633589
2718,2718,0,4015633590
2719,2719,0,4015633591
2720,2720,0,4015633592
2721,2721,0,4015633593
2722,2722,0,4015633594
2723,2723,0,4015633595
2724,2724,0,4015633596
2725,2725,0,4015633597
2726,2726,0,4015633598
2727,2727,0,4015633599
2728,2728,0,4015633600
2729,2729,0,4015633601
2730,2730,0,4015633602
2731,2731,0,4015633603
2732,2732,0,4015633604
2733,2733,0,4015633605
2734,2734,0,4015633606
2735,2735,0,4015633607
2736,2736,0,4015633608
2737,2737,0,4015633609
2738,2738,0,4015633610
2739,2739,0,4015633611
2740,2740,0,4015633612
2741,2741,0,4015633613
2742,2742,0,4015633614
2743,2743,0,4015633615
2744,2744,0,4015633616
2745,2745,0,4015633617
2746,2746,0,4015633618
2747,2747,0,4015633619
2748,2748,0,4015633620
2749,2749,0,4015633621
2750,2750,0,4015633622
2751,2751,0,4015633623
2752,2752,0,4015633624
2753,2753,0,4015633625
2754,2754,0,4015633626
2755,2755,0,4015633627
2756,2756,0,4015633628
2757,2757,0,4015633629
2758,2758,0,4015633630
2759,2759,0,4015633631
2760,2760,0,4015633632
2761,2761,0,4015633633
2762,2762,0,4015633634
2763,2763,0,4015633635
2764,2764,0,4015633636
2765,2765,0,4015633637
2766,2766,0,4015633638
2767,2767,0,4015633639
2768,2768,0,4015633640
2769,2769,0,4015633641
2770,2770,0,4015633642
2771,2771,0,4015633643
2772,2772,0,4015633644
2773,2773,0,4015633645
2774,2774,0,4015633646
2775,2775,0,4015633647
2776,2776,0,4015633648
2777,2777,0,4015633649
2778,2778,0,4015633650
2779,2779,0,4015633651
2780,2780,0,4015633652
2781,2781,0,4015633653
2782,2782,0,4015633654
2783,2783,0,4015633655
2784,2784,0,4015633656
2785,2785,0,4015633657
2786,2786,0,4015633658
2787,2787,0,4015633659
2788,2788,0,4015633660
2789,2789,0,4015633661
2790,2790,0,4015633662
2791,2791,0,4015633663
2792,2792,0,4015633664
2793,2793,0,4015633665
2794,2794,0,4015633666
2795,2795,0,4015633667
2796,2796,0,4015633668
2797,2797,0,4015633669
2798,2798,0,4015633670
2799,2799,0,4015633671
2800,2800,0,4015633672
2801,2801,0,4015633673
2802,2802,0,4015633674
2803,2803,0,4015633675
2804,2804,0,4015633676
2805,2805,0,4015633677
2806,2806,0,4015633678
2807,2807,0,4015633679
2808,2808,0,4015633680
2809,2809,0,4015633681
2810,2810,0,4015633682
2811,2811,0,4015633683
2812,2812,0,4015633684
2813,2813,0,4015633685
2814,2814,0,4015633686
2815,2815,0,4015633687
2816,2816,0,4015633688
2817,2817,0,4015633689
2818,2818,0,4015633690
2819,2819,0,4015633691
2820,2820,0,4015633692
2821,2821,0,4015633693
2822,2822,0,4015633694
2823,2823,0,4015633695
2824,2824,0,4015633696
2825,2825,0,4015633697
2826,2826,0,4015633698
2827,2827,0,4015633699
2828,2828,0,4015633700
2829,2829,0,4015633701
2830,2830,0,4015633702
2831,2831,0,4015633703
2832,2832,0,4015633704
2833,2833,0,4015633705
2834,2834,0,4015633706
2835,2835,0,4015633707
2836,2836,0,4015633708
2837,2837,0,4015633709
2838,2838,0,4015633710
2839,2839,0,4015633711
2840,2840,0,4015633712
2841,2841,0,4015633713
2842,2842,0,4015633714
2843,2843,0,4015633715
2844,2844,0,4015633716
2845,2845,0,4015633717
2846,2846,0,4015633718
2847,2847,0,4015633719
2848,2848,0,4015633720
2849,2849,0,4015633721
2850,2850,0,4015633722
2851,2851,0,4015633723
2852,2852,0,4015633724
2853,2853,0,4015633725
2854,2854,0,4015633726
2855,2855,0,4015633727
2856,2856,0,4015633728
2857,2857,0,4015633729
2858,2858,0,4015633730
2859,2859,0,4015633731
2860,2860,0,4015633732
2861,2861,0,4015633733
2862,2862,0,4015633734
2863,2863,0,4015633735
2864,2864,0,4015633736
2865,2865,0,4015633737
2866,2866,0,4015633738
2867,2867,0,4015633739
2868,2868,0,4015633740
2869,2869,0,4015633741
2870,2870,0,4015633742
2871,2871,0,4015633743
2872,2872,0,4015633744
2873,2873,0,4015633745
2874,2874,0,4015633746
2875,2875,0,4015633747
2876,2876,0,4015633748
2877,2877,0,4015633749
2878,2878,0,4015633750
2879,2879,0,4015633751
2880,2880,0,4015633752
2881,2881,0,4015633753
2882,2882,0,4015633754
2883,2883,0,4015633755
2884,2884,0,4015633756
2885,2885,0,4015633757
2886,2886,0,4015633758
2887,2887,0,4015633759
2888,2888,0,4015633760
2889,2889,0,4015633761
2890,2890,0,4015633762
2891,2891,0,4015633763
2892,2892,0,4015633764
2893,2893,0,4015633765
2894,2894,0,4015633766
2895,2895,0,4015633767
2896,2896,0,4015633768
2897,2897,0,4015633769
2898,2898,0,4015633770
2899,2899,0,4015633771
2900,2900,0,4015633772
2901,2901,0,4015633773
2902,2902,0,4015633774
2903,2903,0,4015633775
2904,2904,0,4015633776
2905,2905,0,4015633777
2906,2906,0,4015633778
2907,2907,0,4015633779
2908,2908,0,4015633780
2909,2909,0,4015633781
2910,2910,0,4015633782
2911,2911,0,4015633783
2912,2912,0,4015633784
2913,2913,0,4015633785
2914,2914,0,4015633786
2915,2915,0,4015633787
2916,2916,0,4015633788
2917,2917,0,4015633789
2918,2918,0,4015633790
2919,2919,0,4015633791
2920,2920,0,4015633792
2921,2921,0,4015633793
2922,2922,0,4015633794
2923,2923,0,4015633795
2924,2924,0,4015633796
2925,2925,0,4015633797
2926,2926,0,4015633798
2927,2927,0,4015633799
2928,2928,0,4015633800
2929,2929,0,4015633801
2930,2930,0,4015633802
2931,2931,0,4015633803
2932,2932,0,4015633804
2933,2933,0,4015633805
2934,2934,0,4015633806
2935,2935,0,4015633807
2936,2936,0,4015633808
2937,2937,0,4015633809
2938,2938,0,4015633810
2939,2939,0,4015633811
2940,2940,0,4015633812
2941,2941,0,4015633813
2942,2942,0,4015633814
2943,2943,0,4015633815
2944,2944,0,4015633816
2945,2945,0,4015633817
2946,2946,0,4015633818
2947,2947,0,4015633819
2948,2948,0,4015633820
2949,2949,0,4015633821
2950,2950,0,4015633822
2951,2951,0,4015633823
2952,2952,0,4015633824
2953,2953,0,4015633825
2954,2954,0,4015633826
2955,2955,0,4015633827
2956,2956,0,4015633828
2957,2957,0,4015633829
2958,2958,0,4015633830
2959,2959,0,4015633831
2960,2960,0,4015633832
2961,2961,0,4015633833
2962,2962,0,4015633834
2963,2963,0,4015633835
2964,2964,0,4015633836
2965,2965,0,4015633837
2966,2966,0,4015633838
2967,2967,0,4015633839
2968,2968,0,4015633840
2969,2969,0,4015633841
2970,2970,0,4015633842
2971,2971,0,4015633843
2972,2972,0,4015633844
2973,2973,0,4015633845
2974,2974,0,4015633846
2975,2975,0,4015633847
2976,2976,0,4015633848
2977,2977,0,4015633849
2978,2978,0,4015633850
2979,2979,0,4015633851
2980,2980,0,4015633852
2981,2981,0,4015633853
2982,2982,0,4015633854
2983,2983,0,4015633855
2984,2984,0,4015633856
2985,2985,0,4015633857
2986,2986,0,4015633858
2987,2987,0,4015633859
2988,2988,0,4015633860
2989,2989,0,4015633861
2990,2990,0,4015633862
2991,2991,0,4015633863
2992,2992,0,4015633864
2993,2993,0,4015633865
2994,2994,0,4015633866
2995,2995,0,4015633867
2996,2996,0,4015633868
2997,2997,0,4015633869
2998,2998,0,4015633870
2999,2999,0,4015633871
3000,3000,0,4015633872
3001,3001,0,4015633873
3002,3002,0,4015633874
3003,3003,0,4015633875
3004,3004,0,4015633876
3005,3005,0,4015633877
3006,3006,0,4015633878
3007,3007,0,4015633879
3008,3008,0,4015633880
3009,3009,0,4015633881
3010,3010,0,4015633882
3011,3011,0,4015633883
3012,3012,0,4015633884
3013,3013,0,4015633885
3014,3014,0,4015633886
3015,3015,0,4015633887
3016,3016,0,4015633888
3017,3017,0,4015633889
3018,3018,0,4015633890
3019,3019,0,4015633891
3020,3020,0,4015633892
3021,3021,0,4015633893
3022,3022,0,4015633894
3023,3023,0,4015633895
3024,3024,0,4015633896
3025,3025,0,4015633897
3026,3026,0,4015633898
3027,3027,0,4015633899
3028,3028,0,4015633900
3029,3029,0,4015633901
3030,3030,0,4015633902
3031,3031,0,4015633903
3032,3032,0,4015633904
3033,3033,0,4015633905
3034,3034,0,4015633906
3035,3035,0,4015633907
3036,3036,0,4015633908
3037,3037,0,4015633909
3038,3038,0,4015633910
3039,3039,0,4015633911
3040,3040,0,4015633912
3041,3041,0,4015633913
3042,3042,0,4015633914
3043,3043,0,4015633915
3044,3044,0,4015633916
3045,3045,0,4015633917
3046,3046,0,4015633918
3047,3047,0,4015633919
3048,3048,0,4015633920
3049,3049,0,4015633921
3050,3050,0,4015633922
3051,3051,0,4015633923
3052,3052,0,4015633924
3053,3053,0,4015633925
3054,3054,0,4015633926
3055,3055,0,4015633927
3056,3056,0,4015633928
3057,3057,0,4015633929
3058,3058,0,4015633930
3059,3059,0,4015633931
3060,3060,0,4015633932
3061,3061,0,4015633933
3062,3062,0,4015633934
3063,3063,0,4015633935
3064,3064,0,4015633936
3065,3065,0,4015633937
3066,3066,0,4015633938
3067,3067,0,4015633939
3068,3068,0,4015633940
3069,3069,0,4015633941
3070,3070,0,4015633942
3071,3071,0,4015633943
3072,3072,0,4015633944
3073,3073,0,4015633945
3074,3074,0,4015633946
3075,3075,0,4015633947
3076,3076,0,4015633948
3077,3077,0,4015633949
3078,3078,0,4015633950
3079,3079,0,4015633951
3080,3080,0,4015633952
3081,3081,0,4015633953
3082,3082,0,4015633954
3083,3083,0,4015633955
3084,3084,0,4015633956
3085,3085,0,4015633957
3086,3086,0,4015633958
3087,3087,0,4015633959
3088,3088,0,4015633960
3089,3089,0,4015633961
3090,3090,0,4015633962
3091,3091,0,4015633963
3092,3092,0,4015633964
3093,3093,0,4015633965
3094,3094,0,4015633966
3095,3095,0,4015633967
3096,3096,0,4015633968
3097,3097,0,4015633969
3098,3098,0,4015633970
3099,3099,0,4015633971
3100,3100,0,4015633972
3101,3101,0,4015633973
3102,3102,0,4015633974
3103,3103,0,4015633975
3104,3104,0,4015633976
3105,3105,0,4015633977
3106,3106,0,4015633978
3107,3107,0,4015633979
3108,3108,0,4015633980
3109,3109,0,4015633981
3110,3110,0,4015633982
3111,3111,0,4015633983
3112,3112,0,4015633984
3113,3113,0,4015633985
3114,3114,0,4015633986
3115,3115,0,4015633987
3116,3116,0,4015633988
3117,3117,0,4015633989
3118,3118,0,4015633990
3119,3119,0,4015633991
3120,3120,0,4015633992
3121,3121,0,4015633993
3122,3122,0,4015633994
3123,3123,0,4015633995
3124,3124,0,4015633996
3125,3125,0,4015633997
3126,3126,0,4015633998
3127,3127,0,4015633999
3128,3128,0,4015634000
3129,3129,0,4015634001
3130,3130,0,4015634002
3131,3131,0,4015634003
3132,3132,0,4015634004
3133,3133,0,4015634005
3134,3134,0,4015634006
3135,3135,0,4015634007
3136,3136,0,4015634008
3137,3137,0,4015634009
3138,3138,0,4015634010
3139,3139,0,4015634011
3140,3140,0,4015634012
3141,3141,0,4015634013
3142,3142,0,4015634014
3143,3143,0,4015634015
3144,3144,0,4015634016
3145,3145,0,4015634017
3146,3146,0,4015634018
3147,3147,0,4015634019
3148,3148,0,4015634020
3149,3149,0,4015634021
3150,3150,0,4015634022
3151,3151,0,4015634023
3152,3152,0,4015634024
3153,3153,0,4015634025
3154,3154,0,4015634026
3155,3155,0,4015634027
3156,3156,0,4015634028
3157,3157,0,4015634029
3158,3158,0,4015634030
3159,3159,0,4015634031
3160,3160,0,4015634032
3161,3161,0,4015634033
3162,3162,0,4015634034
3163,3163,0,4015634035
3164,3164,0,4015634036
3165,3165,0,4015634037
3166,3166,0,4015634038
3167,3167,0,4015634039
3168,3168,0,4015634040
3169,3169,0,4015634041
3170,3170,0,4015634042
3171,3171,0,4015634043
3172,3172,0,4015634044
3173,3173,0,4015634045
3174,3174,0,4015634046
3175,3175,0,4015634047
3176,3176,0,4015634048
3177,3177,0,4015634049
3178,3178,0,4015634050
3179,3179,0,4015634051
3180,3180,0,4015634052
3181,3181,0,4015634053
3182,3182,0,4015634054
3183,3183,0,4015634055
3184,3184,0,4015634056
3185,3185,0,4015634057
3186,3186,0,4015634058
3187,3187,0,4015634059
3188,3188,0,4015634060
3189,3189,0,4015634061
3190,3190,0,4015634062
3191,3191,0,4015634063
3192,3192,0,4015634064
3193,3193,0,4015634065
3194,3194,0,4015634066
3195,3195,0,4015634067
3196,3196,0,4015634068
3197,3197,0,4015634069
3198,3198,0,4015634070
3199,3199,0,4015634071
3200,3200,0,4015634072
3201,3201,0,4015634073
3202,3202,0,4015634074
3203,3203,0,4015634075
3204,3204,0,4015634076
3205,3205,0,4015634077
3206,3206,0,4015634078
3207,3207,0,4015634079
3208,3208,0,4015634080
3209,3209,0,4015634081
3210,3210,0,4015634082
3211,3211,0,4015634083
3212,3212,0,4015634084
3213,3213,0,4015634085
3214,3214,0,4015634086
3215,3215,0,4015634087
3216,3216,0,4015634088
3217,3217,0,4015634089
3218,3218,0,4015634090
3219,3219,0,4015634091
3220,3220,0,4015634092
3221,3221,0,4015634093
3222,3222,0,4015634094
3223,3223,0,4015634095
3224,3224,0,4015634096
3225,3225,0,4015634097
3226,3226,0,4015634098
3227,3227,0,4015634099
3228,3228,0,4015634100
3229,3229,0,4015634101
3230,3230,0,4015634102
3231,3231,0,4015634103
3232,3232,0,4015634104
3233,3233,0,4015634105
3234,3234,0,4015634106
3235,3235,0,4015634107
3236,3236,0,4015634108
3237,3237,0,4015634109
3238,3238,0,4015634110
3239,3239,0,4015634111
3240,3240,0,4015634112
3241,3241,0,4015634113
3242,3242,0,4015634114
3243,3243,0,4015634115
3244,3244,0,4015634116
3245,3245,0,4015634117
3246,3246,0,4015634118
3247,3247,0,4015634119
3248,3248,0,4015634120
3249,3249,0,4015634121
3250,3250,0,4015634122
3251,3251,0,4015634123
3252,3252,0,4015634124
3253,3253,0,4015634125
3254,3254,0,4015634126
3255,3255,0,4015634127
3256,3256,0,4015634128
3257,3257,0,4015634129
3258,3258,0,4015634130
3259,3259,0,4015634131
3260,3260,0,4015634132
3261,3261,0,4015634133
3262,3262,0,4015634134
3263,3263,0,4015634135
3264,3264,0,4015634136
3265,3265,0,4015634137
3266,3266,0,4015634138
3267,3267,0,4015634139
3268,3268,0,4015634140
3269,3269,0,4015634141
3270,3270,0,4015634142
3271,3271,0,4015634143
3272,3272,0,4015634144
3273,3273,0,4015634145
3274,3274,0,4015634146
3275,3275,0,4015634147
3276,3276,0,4015634148
3277,3277,0,4015634149
3278,3278,0,4015634150
3279,3279,0,4015634151
3280,3280,0,4015634152
3281,3281,0,4015634153
3282,3282,0,4015634154
3283,3283,0,4015634155
3284,3284,0,4015634156
3285,3285,0,4015634157
3286,3286,0,4015634158
3287,3287,0,4015634159
3288,3288,0,4015634160
3289,3289,0,4015634161
3290,3290,0,4015634162
3291,3291,0,4015634163
3292,3292,0,4015634164
3293,3293,0,4015634165
3294,3294,0,4015634166
3295,3295,0,4015634167
3296,3296,0,4015634168
3297,3297,0,4015634169
3298,3298,0,4015634170
3299,3299,0,4015634171
3300,3300,0,4015634172
3301,3301,0,4015634173
3302,3302,0,4015634174
3303,3303,0,4015634175
3304,3304,0,4015634176
3305,3305,0,4015634177
3306,3306,0,4015634178
3307,3307,0,4015634179
3308,3308,0,4015634180
3309,3309,0,4015634181
3310,3310,0,4015634182
3311,3311,0,4015634183
3312,3312,0,4015634184
3313,3313,0,4015634185
3314,3314,0,4015634186
3315,3315,0,4015634187
3316,3316,0,4015634188
3317,3317,0,4015634189
3318,3318,0,4015634190
3319,3319,0,4015634191
3320,3320,0,4015634192
3321,3321,0,4015634193
3322,3322,0,4015634194
3323,3323,0,4015634195
3324,3324,0,4015634196
3325,3325,0,4015634197
3326,3326,0,4015634198
3327,3327,0,4015634199
3328,3328,0,4015634200
3329,3329,0,4015634201
3330,3330,0,4015634202
3331,3331,0,4015634203
3332,3332,0,4015634204
3333,3333,0,4015634205
3334,3334,0,4015634206
3335,3335,0,4015634207
3336,3336,0,4015634208
3337,3337,0,4015634209
3338,3338,0,4015634210
